GEN_0102	2008-01-01	2008-07-12	194	GEN_0102_1	QM	15	MB_0196	0.011
LAP_0198	2008-01-01	2008-07-12	194	LAP_0198_1	QM	15	SBE_0290	0.013
SCH_5000	2008-07-02	2009-04-15	288	SCH_5000_1	QM	15	MB_0196	0.07
SCH_5200	2008-07-02	2009-06-05	339	SCH_5200_1	QM	15	MB_0196	0.064
MUR_0199	2008-07-14	2009-09-28	442	MUR_0199_1	QM	15	SBE_0290	0.039
MUR_0199	2008-08-04	2009-10-06	429	MUR_0199_2	QM	15	SBE_0290	0.036
STO_6000	2008-10-14	2009-10-14	366	STO_6000_1	QM	15	GEN_0102	0.053
STO_6100	2008-10-16	2009-10-14	364	STO_6100_1	QM	15	GEN_0102	0.033
LAP_0198	2009-10-14	2010-02-07	117	LAP_0198_2	QM	15	GEN_0102	0.009
LAP_1108	2009-10-14	2010-02-07	117	LAP_1108_1	QM	15	SBE_0290	0.008
LAP_1208	2009-10-14	2010-02-10	120	LAP_1208_1	QM	15	DRE_0104	0.031
STO_6100	2009-10-31	2010-02-10	103	STO_6100_2	QM	15	ATT_0108	0.034
STO_6100	2009-11-08	2010-02-23	108	STO_6100_3	QM	15	GEN_0102	0.026
JFJ_0195	2009-11-25	2010-04-19	146	JFJ_0195_1	QM	15	DRE_0104	0.308
STO_6100	2010-01-02	2010-05-07	126	STO_6100_4	QM	15	ATT_0108	0.036
STO_6100	2010-01-13	2010-06-16	155	STO_6100_5	QM	15	MB_0196	0.032
STO_6100	2010-01-17	2010-09-05	232	STO_6100_6	QM	15	GEN_0102	0.033
SCH_5000	2010-02-07	2010-09-05	211	SCH_5000_2	QM	15	SCH_5200	0.101
SCH_5200	2010-02-07	2010-09-12	218	SCH_5200_2	QM	15	GEN_0102	0.049
SCH_5000	2010-02-10	2010-09-12	215	SCH_5000_3	QM	15	SCH_5200	0.1
SCH_5200	2010-02-10	2010-09-19	222	SCH_5200_3	QM	15	GEN_0102	0.048
STO_6000	2010-04-24	2010-09-19	149	STO_6000_2	QM	15	STO_6100	0.026
STO_6100	2010-04-27	2010-09-23	150	STO_6100_7	QM	15	GEN_0102	0.028
STO_6000	2010-06-15	2010-09-27	105	STO_6000_3	QM	15	STO_6100	0.027
SCH_5000	2010-08-28	2010-10-03	37	SCH_5000_4	QM	15	SBE_0290	0.031
SCH_5200	2010-08-28	2010-10-16	50	SCH_5200_4	QM	15	GEM_0106	0.046
SCH_5000	2010-09-11	2010-12-05	86	SCH_5000_5	QM	15	SBE_0290	0.032
SCH_5200	2010-09-11	2010-12-05	86	SCH_5200_5	QM	15	GEM_0106	0.046
SCH_5000	2010-09-16	2011-05-01	228	SCH_5000_6	QM	15	SBE_0290	0.04
SCH_5200	2010-09-16	2011-05-01	228	SCH_5200_6	QM	15	SCH_5000	0.058
