DRE_0104	2008-01-01	2008-06-06	158	DRE_0104_1	QM	15	STO_6000	1.932
GEN_0102	2008-01-01	2008-06-09	161	GEN_0102_1	QM	15	SCH_5200	0.069
LAP_0198	2008-01-01	2008-07-12	194	LAP_0198_1	QM	15	STO_6100	0.034
MUR_0299	2008-01-01	2008-07-12	194	MUR_0299_1	QM	15	STO_6000	0.112
SBE_0190	2008-01-01	2008-07-12	194	SBE_0190_1	QM	15	MB_0196	0.041
RIT_0102	2008-06-06	2008-09-28	115	RIT_0102_1	QM	15	SBE_0290	0.087
RIT_0102	2008-06-09	2008-11-12	157	RIT_0102_2	QM	15	SBE_0290	0.078
MAT_0205	2008-06-28	2009-01-12	199	MAT_0205_1	QM	15	GEM_0106	0.287
SCH_5000	2008-07-02	2009-02-15	229	SCH_5000_1	QM	15	SBE_0290	0.073
SCH_5200	2008-07-02	2009-03-04	246	SCH_5200_1	QM	15	SBE_0290	0.078
SCH_5198	2008-07-03	2009-04-12	284	SCH_5198_1	QM	15	SBE_0290	0.071
MUR_0199	2008-08-04	2009-04-15	255	MUR_0199_1	QM	15	RIT_0102	0.658
MUR_0499	2008-08-04	2009-04-15	255	MUR_0499_1	QM	15	SBE_0290	0.222
STO_6000	2008-10-14	2009-08-09	300	STO_6000_1	QM	15	GEM_0106	0.204
STO_6100	2008-10-16	2009-09-28	348	STO_6100_1	QM	15	GEM_0106	0.109
RIT_0102	2008-11-12	2009-10-06	329	RIT_0102_3	QM	15	COR_0200	0.107
COR_0287	2009-01-08	2009-10-14	280	COR_0287_1	QM	15	SBE_0290	0.236
COR_0287	2009-01-29	2009-10-14	259	COR_0287_2	QM	15	SBE_0290	0.243
RIT_0102	2009-03-04	2009-10-14	225	RIT_0102_4	QM	15	ATT_0108	0.1
COR_0287	2009-03-20	2009-10-17	212	COR_0287_3	QM	15	SBE_0290	0.248
COR_0287	2009-06-11	2009-10-31	143	COR_0287_4	QM	15	SBE_0290	0.21
COR_0200	2009-10-13	2009-11-08	27	COR_0200_1	QM	15	SBE_0290	0.18
LAP_0198	2009-10-14	2009-11-17	35	LAP_0198_2	QM	15	ATT_0208	0.016
LAP_1108	2009-10-14	2010-01-11	90	LAP_1108_1	QM	15	ATT_0108	0.008
LAP_1208	2009-10-14	2010-01-13	92	LAP_1208_1	QM	15	ATT_0208	0.02
STO_6100	2009-10-31	2010-02-07	100	STO_6100_2	QM	15	GEN_0102	0.026
STO_6100	2009-11-08	2010-02-07	92	STO_6100_3	QM	15	GEN_0102	0.025
SCH_5198	2009-11-17	2010-02-10	86	SCH_5198_2	QM	15	SBE_0290	0.041
STO_6100	2010-01-02	2010-02-10	40	STO_6100_4	QM	15	ATT_0108	0.03
STO_6100	2010-01-13	2010-02-23	42	STO_6100_5	QM	15	ATT_0108	0.027
STO_6100	2010-01-17	2010-03-06	49	STO_6100_6	QM	15	ATT_0108	0.031
SCH_5000	2010-02-07	2010-04-19	72	SCH_5000_2	QM	15	SCH_5198	0.048
SCH_5200	2010-02-07	2010-05-06	89	SCH_5200_2	QM	15	GEN_0102	0.04
SCH_5000	2010-02-10	2010-05-07	87	SCH_5000_3	QM	15	SCH_5198	0.049
SCH_5200	2010-02-10	2010-06-16	127	SCH_5200_3	QM	15	GEN_0102	0.047
RIT_0102	2010-03-06	2010-09-05	184	RIT_0102_5	QM	15	COR_0200	0.109
STO_6000	2010-04-24	2010-09-05	135	STO_6000_2	QM	15	GEM_0106	0.178
STO_6100	2010-04-27	2010-09-05	132	STO_6100_7	QM	15	ATT_0108	0.068
STO_6000	2010-06-15	2010-09-12	90	STO_6000_3	QM	15	STO_6100	0.157
SCH_5000	2010-08-28	2010-09-19	23	SCH_5000_4	QM	15	ATT_0208	0.07
SCH_5200	2010-08-28	2010-09-19	23	SCH_5200_4	QM	15	GEN_0102	0.029
SCH_5198	2010-09-02	2010-09-23	22	SCH_5198_3	QM	15	LAP_0198	0.038
SCH_5000	2010-09-10	2010-09-27	18	SCH_5000_5	QM	15	LAP_0198	0.043
SCH_5200	2010-09-11	2010-09-27	17	SCH_5200_5	QM	15	GEN_0102	0.037
SCH_5200	2010-09-16	2010-12-05	81	SCH_5200_6	QM	15	GEN_0102	0.035
SCH_5000	2010-09-22	2010-12-05	75	SCH_5000_6	QM	15	GEN_0102	0.031
SCH_5200	2010-09-22	2010-12-05	75	SCH_5200_7	QM	15	GEN_0102	0.034
SCH_5200	2010-09-25	2010-12-11	78	SCH_5200_8	QM	15	GEN_0102	0.032
SCH_5198	2010-09-27	2011-03-20	175	SCH_5198_4	QM	15	SBE_0290	0.045
SCH_5000	2010-09-29	2011-04-12	196	SCH_5000_7	QM	15	SBE_0290	0.054
SCH_5200	2010-09-29	2011-05-01	215	SCH_5200_9	QM	15	GEN_0102	0.034
FLU_0102	2010-12-06	2011-05-01	147	FLU_0102_1	QM	15	COR_0287	0.164
SCH_5000	2010-12-11	2011-05-01	142	SCH_5000_8	QM	15	SCH_5198	0.046
RIT_0102	2011-03-20	2011-05-31	73	RIT_0102_6	QM	15	ATT_0108	0.081
RIT_0102	2011-04-12	2011-07-26	106	RIT_0102_7	QM	15	COR_0200	0.117
LAP_0198	2011-04-30	2011-08-03	96	LAP_0198_3	QM	15	GEN_0102	0.026
LAP_1108	2011-04-30	2011-09-14	138	LAP_1108_2	QM	15	ATT_0208	0.024
LAP_1208	2011-04-30	2011-09-16	140	LAP_1208_2	QM	15	GEN_0102	0.065
RIT_0102	2011-05-31	2011-09-21	114	RIT_0102_8	QM	15	ATT_0208	0.077
SCH_5198	2011-06-01	2011-09-21	113	SCH_5198_5	QM	15	SBE_0290	0.123
SCH_5000	2011-06-05	2011-09-21	109	SCH_5000_9	QM	15	GEN_0102	0.067
SCH_5200	2011-06-05	2011-09-29	117	SCH_5200_10	QM	15	GEN_0102	0.034
MB_0196	2011-06-23	2011-09-29	99	MB_0196_1	QM	15	SBE_0290	0.031
RIT_0102	2011-07-26	2011-10-12	79	RIT_0102_9	QM	15	COR_0200	0.032
GEM_0106	2011-08-12	2011-10-20	70	GEM_0106_1	QM	15	STO_6000	0.283
COR_0287	2011-08-24	2011-11-17	86	COR_0287_5	QM	15	SBE_0290	0.126
ATT_0108	2011-09-29	2011-11-18	51	ATT_0108_1	QM	15	STO_6000	0.017
ATT_0208	2011-09-29	2011-11-18	51	ATT_0208_1	QM	15	LAP_1208	0.017
FLU_0102	2011-10-07	2011-12-03	58	FLU_0102_2	QM	15	COR_0200	0.126
SCH_5200	2011-10-10	2011-12-28	80	SCH_5200_11	QM	15	GEN_0102	0.033
SCH_5000	2011-10-11	2012-01-20	102	SCH_5000_10	QM	15	GEN_0102	0.03
SCH_5198	2011-10-11	2012-03-22	164	SCH_5198_6	QM	15	SBE_0290	0.044
SCH_5000	2011-10-25	2012-03-22	150	SCH_5000_11	QM	15	SCH_5198	0.04
SCH_5198	2011-10-25	2012-03-22	150	SCH_5198_7	QM	15	SBE_0290	0.044
SCH_5200	2011-11-22	2012-03-28	128	SCH_5200_12	QM	15	GEN_0102	0.031
SCH_5198	2011-12-05	2012-04-13	131	SCH_5198_8	QM	15	SBE_0290	0.047
STO_6100	2012-01-20	2012-05-17	119	STO_6100_8	QM	15	ATT_0108	0.062
