Time,0.2,0.7,1.7,2.45,2.8,3.15,3.6,4.05,4.5,5,5.6,6.7,8,9.5,11.1,13.5,16,18,19.6
2000-01-23 00:00:00,,-0.95,-0.42,-0.15,-0.02,-0.04,-0.02,,-0.01,,,-0.04,,,-0.16,,,,
2000-01-24 00:00:00,,-0.91,-0.42,-0.15,-0.02,-0.03,-0.02,,-0.02,,,-0.05,,,-0.17,,,,
2000-01-25 00:00:00,,-0.91,-0.43,-0.14,-0.03,-0.03,-0.02,,-0.01,,,-0.04,,,-0.16,,,,
2000-01-26 00:00:00,,-0.93,-0.42,-0.15,-0.04,-0.03,-0.02,,-0.02,,,-0.05,,,-0.16,,,,
2000-01-27 00:00:00,,-0.92,-0.41,-0.17,-0.03,-0.02,-0.02,,-0.02,,,-0.05,,,-0.15,,,,
2000-01-28 00:00:00,,-0.94,-0.4,-0.16,-0.04,-0.04,-0.02,,-0.02,,,-0.05,,,-0.17,,,,
2000-01-29 00:00:00,,-0.96,-0.41,-0.16,-0.05,-0.04,-0.01,,-0.03,,,-0.05,,,-0.17,,,,
2000-01-30 00:00:00,,-1.05,-0.45,-0.16,-0.06,-0.05,0,,-0.02,,,-0.05,,,-0.17,,,,
2000-01-31 00:00:00,,-1.09,-0.49,-0.16,-0.05,-0.04,0,,-0.02,,,-0.04,,,-0.15,,,,
2000-02-01 00:00:00,,-1.15,-0.51,-0.17,-0.04,-0.04,-0.02,,-0.02,,,-0.05,,,-0.16,,,,
2000-02-02 00:00:00,,-1.18,-0.51,-0.17,-0.05,-0.04,-0.02,,-0.01,,,-0.05,,,-0.16,,,,
2000-02-03 00:00:00,,-1.21,-0.52,-0.17,-0.05,-0.04,-0.02,,-0.02,,,-0.06,,,-0.16,,,,
2000-02-04 00:00:00,,-1.25,-0.55,-0.18,-0.05,-0.04,-0.02,,-0.02,,,-0.05,,,-0.16,,,,
2000-02-05 00:00:00,,-1.29,-0.58,-0.19,-0.06,-0.04,-0.02,,-0.01,,,-0.05,,,-0.16,,,,
2000-02-06 00:00:00,,-1.34,-0.58,-0.19,-0.06,-0.04,-0.02,,-0.02,,,-0.05,,,-0.16,,,,
2000-02-07 00:00:00,,-1.36,-0.6,-0.21,-0.06,-0.04,-0.02,,-0.02,,,-0.04,,,-0.17,,,,
2000-02-08 00:00:00,,-1.35,-0.59,-0.22,-0.05,-0.04,-0.03,,-0.02,,,-0.06,,,-0.17,,,,
2000-02-09 00:00:00,,-1.35,-0.62,-0.23,-0.05,-0.04,-0.02,,-0.01,,,-0.05,,,-0.15,,,,
2000-02-10 00:00:00,,-1.38,-0.63,-0.23,-0.04,-0.04,-0.03,,-0.02,,,-0.05,,,-0.17,,,,
2000-02-11 00:00:00,,-1.35,-0.62,-0.23,-0.03,-0.03,-0.02,,-0.01,,,-0.05,,,-0.16,,,,
2000-02-12 00:00:00,,-1.35,-0.63,-0.25,-0.03,-0.04,-0.02,,-0.02,,,-0.05,,,-0.16,,,,
2000-02-13 00:00:00,,-1.36,-0.65,-0.25,-0.05,-0.04,-0.03,,-0.02,,,-0.06,,,-0.16,,,,
2000-02-14 00:00:00,,-1.38,-0.65,-0.27,-0.05,-0.04,-0.02,,-0.01,,,-0.04,,,-0.16,,,,
2000-02-15 00:00:00,,-1.36,-0.65,-0.27,-0.06,-0.04,-0.03,,-0.01,,,-0.05,,,-0.15,,,,
2000-02-16 00:00:00,,-1.33,-0.65,-0.28,-0.05,-0.04,-0.03,,-0.01,,,-0.05,,,-0.16,,,,
2000-02-17 00:00:00,,-1.31,-0.64,-0.29,-0.05,-0.05,-0.04,,-0.02,,,-0.06,,,-0.17,,,,
2000-02-18 00:00:00,,-1.29,-0.63,-0.28,-0.04,-0.04,-0.03,,-0.02,,,-0.05,,,-0.16,,,,
2000-02-19 00:00:00,,-1.25,-0.62,-0.29,-0.04,-0.05,-0.03,,-0.01,,,-0.06,,,-0.16,,,,
2000-02-20 00:00:00,,-1.21,-0.6,-0.28,-0.03,-0.03,-0.04,,-0.02,,,-0.05,,,-0.17,,,,
2000-02-21 00:00:00,,-1.22,-0.59,-0.27,-0.03,-0.03,-0.04,,-0.02,,,-0.05,,,-0.17,,,,
2000-02-22 00:00:00,,-1.2,-0.58,-0.25,-0.03,-0.02,-0.03,,-0.01,,,-0.04,,,-0.16,,,,
2000-02-23 00:00:00,,-1.24,-0.6,-0.27,-0.04,-0.03,-0.03,,-0.02,,,-0.05,,,-0.16,,,,
2000-02-24 00:00:00,,-1.29,-0.64,-0.27,-0.03,-0.03,-0.03,,-0.01,,,-0.05,,,-0.15,,,,
